JEWETT FLD AP (MI),54822,,Lat: 42.5658,Lon: -84.4331,Elev: 922 ft,,,
Date,Hr,Min,Temp (F),Wind Spd (mph),Wind Direction (deg),Peak WindGust(mph),Low Cloud Ht (ft),Visibility (mi)
06/02/21, 7,55,63,0,0,0*,7500,10,either
06/02/21, 8,15,66,5,130,0*,7500*,10,either
06/02/21, 8,55,67,5,140,0*,7500*,10,either
06/02/21, 9,15,67,3,150,0*,7500*,10,either
06/02/21, 9,35,68,5,140,0*,7500*,10,either
06/02/21,10,35,71,10,150,0*,6000*,10,either
06/02/21,10,55,71,8,140,0*,6000*,10,
06/02/21,11,15,72,8,130,0*,6000*,10,
06/02/21,11,55,74,11,130,16,4000,10,
06/03/21,10,55,69,3,140,17*,2300,10,either
06/03/21,11,15,72,3,340,17*,2500,10,either
06/03/21,11,55,72,3,230,17*,2700,10,either
06/03/21,12,35,74,3,260,17*,3500,10,either
06/03/21,12,55,76,3,250,17*,3500,10,either
06/03/21,13,15,74,0,0,17*,3900,10,either
06/03/21,13,35,76,5,220,17*,4100,10,either
06/03/21,16,15,80,6,270,0*,7000,10,
06/03/21,16,35,80,5,250,0*,7000,10,either
06/03/21,17,15,80,7,260,0*,7000*,10,
06/03/21,17,35,79,5,230,0*,7000*,10,either
06/03/21,18,35,79,0,0,0*,7000*,10,either
06/03/21,18,55,78,5,250,0*,7000*,10,either
06/03/21,19,15,77,0,0,0*,7000*,10,either
06/03/21,19,35,76,3,210,0*,7000*,10,either
06/03/21,19,55,74,0,0,0*,7000*,10,either
06/04/21, 4,35,64,0,0,0*,11000,10,either
06/04/21, 4,55,64,3,130,0*,9000,10,either
06/04/21, 5,15,65,3,120,0*,9000,10,either
06/04/21, 5,35,65,5,230,0*,9000,10,either
06/04/21, 6,15,65,3,120,0*,7500,10,either
06/04/21, 6,35,65,5,120,0*,10000,10,either
06/04/21, 7,15,67,5,230,0*,9000,10,either
06/04/21, 7,35,70,5,220,0*,9000,10,either
06/04/21, 8,55,72,5,220,0*,12000,10,either
06/04/21, 9,15,74,5,230,0*,12000,10,either
06/04/21,11,15,82,15,270,23,11000,10,
06/04/21,14,15,84,15,280,22,11000,10,
06/04/21,14,35,86,17,270,23,11000,10,
06/04/21,19,55,82,0,0,0,12000*,10,either
06/04/21,20,15,80,0,0,0*,12000*,10,either
06/04/21,20,35,78,3,210,0*,12000*,10,either
06/05/21, 4,55,70,5,230,0*,12000*,10,either
06/05/21, 8,15,75,8,250,0*,12000*,10,
06/05/21,12,15,85,15,270,18,12000*,10,
06/05/21,15,15,87,10,260,16,12000*,10,
06/05/21,19,15,83,3,200,17*,7000*,10,either
06/05/21,19,35,82,0,0,0,7000*,10,either
06/05/21,19,55,81,0,0,0*,7000*,10,either
06/05/21,20,15,79,0,0,0,7000*,10,either
06/05/21,20,35,78,0,0,0*,7000*,10,either
06/06/21, 4,35,70,0,0,0,7000*,10,either
06/06/21, 4,55,70,0,0,0*,7000*,10,either
06/06/21, 5,15,69,5,210,0*,7000*,10,either
06/06/21, 5,35,69,3,220,0*,7000*,10,either
06/06/21, 5,55,70,3,210,0*,7000*,10,either
06/06/21, 7,15,74,9,230,0*,7000*,10,either
06/06/21, 8,15,77,8,240,0*,7000*,10,
06/06/21, 8,35,79,5,240,0*,7000*,10,either
06/06/21, 9,35,82,3,230,0*,7000*,10,either
06/06/21,18,35,85,5,190,16*,9000,10,either
06/06/21,18,55,84,3,230,16*,9000,10,either
06/06/21,19,15,84,0,0,0,9000,10,either
06/06/21,19,35,83,0,0,0*,9000,10,either
06/06/21,19,55,82,3,150,0*,9000,10,either
06/06/21,20,15,81,0,0,0,9000*,10,either
06/06/21,20,35,80,0,0,0,9000*,10,either
06/07/21, 4,35,69,0,0,0*,9000*,10,either
06/07/21, 5,15,69,5,150,0*,8500,10,either
06/07/21, 5,35,70,0,0,0,8500,10,either
06/07/21, 5,55,71,0,0,0,8500,10,either
06/07/21, 6,15,71,0,0,0*,8500*,10,either
06/07/21, 6,35,71,3,220,0*,8500*,10,either
06/07/21, 6,55,71,3,200,0*,8500*,10,either
06/07/21, 7,15,72,5,220,0*,8500*,10,either
06/07/21,11,35,77,5,240,0*,2200,10,either
06/07/21,11,55,77,5,240,0*,2100,10,either
06/07/21,13,15,78,5,200,16*,2300,10,either
06/07/21,13,35,79,3,210,16*,2300,10,either
06/07/21,14,55,76,0,0,0,3700,7,either
06/07/21,15,15,76,0,0,0*,3400,10,either
06/07/21,15,35,78,0,0,0*,3200,10,either
06/07/21,16,15,79,5,170,0*,2500,10,either
06/07/21,17,15,79,5,150,0*,2800,10,either
06/07/21,17,35,78,5,140,0*,3000,10,either
06/07/21,18,15,75,7,270,0*,3200,10,
06/07/21,18,35,74,5,310,0*,2600,10,either
06/07/21,19,15,73,3,40,0*,4500,10,either
06/07/21,19,35,73,0,0,0*,5000,10,either
06/07/21,19,55,74,8,80,0*,9000,10,
06/07/21,20,15,74,0,0,0,11000,10,either
06/07/21,20,35,73,0,0,0*,11000,10,either
06/08/21, 4,35,68,7,110,0*,8000,7,
06/08/21, 4,55,67,0,0,0,5500,5,either
06/08/21, 5,15,68,0,0,0*,5000,5,either
06/08/21, 6,15,69,3,130,0*,5000*,7,either
06/08/21, 6,35,70,0,0,0*,3900,10,either
06/08/21, 6,55,72,5,240,0*,3900*,10,either
06/08/21, 7,15,73,3,240,0*,3900*,10,either
06/08/21, 7,35,72,3,220,0*,3700,10,either
06/08/21, 7,55,74,3,240,0*,3700,10,either
06/08/21, 8,15,75,3,230,0*,5500,10,either
06/08/21, 9,55,79,0,0,0*,2000,10,either
06/08/21,10,15,77,8,280,0*,2000,10,
06/08/21,10,35,80,0,0,0,2000,10,either
06/08/21,10,55,81,0,0,0*,2200,10,either
06/08/21,11,15,82,3,250,0*,2400,10,either
06/08/21,11,35,80,3,240,0*,2800,10,either
06/08/21,11,55,83,5,320,0*,3100,10,either
06/08/21,12,15,80,0,0,0*,2900,10,either
06/08/21,12,35,82,3,220,0*,2900,10,either
06/08/21,12,55,81,0,0,0*,8000,10,either
06/08/21,13,15,81,3,230,0*,8000,10,either
06/08/21,13,35,79,3,220,0*,8000*,10,either
06/08/21,13,55,79,3,230,0*,8000*,10,either
06/08/21,15,55,80,0,0,0*,9500,10,either
06/08/21,16,15,79,5,190,0*,9500,10,either
06/08/21,17,15,80,5,220,0*,9500*,10,either
06/08/21,17,35,80,3,230,0*,9500*,10,either
06/08/21,18,15,79,0,0,0,9500*,10,either
06/08/21,18,35,79,0,0,0,9500*,10,either
06/08/21,18,55,78,0,0,0,9500*,10,either
06/08/21,19,15,78,0,0,0*,9500*,10,either
06/08/21,19,35,76,0,0,0,9500*,10,either
06/08/21,19,55,74,0,0,0*,9500*,10,either
06/08/21,20,15,74,5,160,0*,9500*,10,either
06/09/21, 6,35,67,7,110,0*,4600,5,
06/09/21, 6,55,70,0,0,0*,4600,7,either
06/09/21, 7,15,73,5,160,0*,4600,10,either
06/09/21, 8,15,77,0,0,0*,4600*,10,either
06/09/21, 8,35,78,3,180,0*,4600*,10,either
06/09/21, 8,55,79,0,0,0,4600*,10,either
06/09/21, 9,15,79,0,0,0,2700,10,either
06/09/21, 9,35,81,0,0,0*,2700,10,either
06/09/21, 9,55,82,3,120,0*,2700,10,either
06/09/21,10,15,82,0,0,0*,2900,10,either
06/09/21,10,35,83,0,0,0*,3400,10,either
06/09/21,10,55,84,3,150,0*,3400,10,either
06/09/21,11,15,84,5,60,0*,3400,10,either
06/09/21,11,35,85,3,140,0*,3400,10,either
06/09/21,12,15,85,5,130,0*,3800,10,either
06/09/21,12,35,85,0,0,0*,3800*,10,either
06/09/21,12,55,86,3,130,0*,4300,10,either
06/09/21,13,55,86,0,0,0*,4600,10,either
06/09/21,14,15,89,5,110,0*,6500,10,either
06/09/21,14,55,87,8,60,0*,4900,10,
06/09/21,15,15,87,5,150,0*,4900,10,either
06/09/21,15,55,88,3,60,16*,4900*,10,either
06/09/21,18,55,79,0,0,0,4700*,10,either
06/09/21,19,15,77,0,0,0,4700*,10,either
06/09/21,19,35,77,0,0,0*,4700*,10,either
06/09/21,19,55,78,0,0,0,4700*,10,either
06/09/21,20,15,76,0,0,0,4700*,10,either
06/09/21,20,35,75,0,0,0,4700*,10,either
06/10/21, 9,35,80,8,100,0*,2800,10,
06/10/21,10,35,82,5,170,18*,3200,10,either
06/10/21,10,55,81,5,160,18,3400,10,either
06/10/21,11,55,82,0,0,17*,6500,10,either
06/10/21,12,35,83,5,140,17*,8500,10,either
06/10/21,12,55,84,0,0,17*,9000,10,either
06/10/21,13,15,85,5,120,17*,4000,10,either
06/10/21,13,35,83,5,60,17*,4000,10,either
06/10/21,13,55,83,0,0,17*,4200,10,either
06/10/21,14,55,86,5,150,17*,5000*,10,either
06/10/21,15,15,87,5,140,17*,4800,10,either
06/10/21,16,15,87,5,140,17*,5000*,10,either
06/10/21,16,55,85,3,140,17*,7500,10,either
06/10/21,18,15,84,5,130,21*,6000*,10,either
06/10/21,18,35,82,5,120,18,6000*,10,either
06/10/21,18,55,81,5,120,18*,6000*,10,either
06/10/21,19,15,81,3,120,18*,6000*,10,either
06/10/21,19,35,80,0,0,0,6000*,10,either
06/10/21,19,55,79,0,0,0,6000*,10,either
06/10/21,20,15,78,0,0,0,6000*,10,either
06/10/21,20,35,77,0,0,0*,6000*,10,either
06/11/21, 4,35,62,0,0,0,12000*,10,either
06/11/21, 4,55,62,0,0,0,12000*,7,either
06/11/21, 5,15,62,0,0,0*,12000*,10,either
06/11/21, 5,35,62,3,150,0*,12000*,10,either
06/11/21, 5,55,64,0,0,0,12000*,10,either
06/11/21, 6,15,65,0,0,0*,12000*,10,either
06/11/21, 6,35,68,0,0,0*,12000*,10,either
06/11/21, 6,55,69,8,120,0*,12000*,10,
06/11/21, 7,15,71,0,0,0*,12000*,10,either
06/11/21, 7,35,73,5,100,0*,12000*,10,either
06/11/21, 8,15,75,5,70,0*,12000*,10,either
06/11/21, 8,35,76,3,140,0*,12000*,10,either
06/11/21, 8,55,78,10,100,0*,12000*,10,
06/11/21, 9,15,78,0,0,0*,12000*,10,either
06/11/21, 9,35,80,3,80,0*,12000*,10,either
06/11/21, 9,55,81,3,150,0*,12000*,10,either
06/11/21,10,15,82,0,0,0*,12000*,10,either
06/11/21,10,35,83,5,100,0*,12000*,10,either
06/11/21,10,55,84,5,130,0*,12000*,10,either
06/11/21,11,15,84,6,110,0*,12000*,10,
06/11/21,11,35,85,0,0,0*,12000*,10,either
06/11/21,11,55,86,5,130,0*,4500,10,either
06/11/21,12,35,86,0,0,0*,4900,10,either
06/11/21,12,55,87,5,140,0*,4900*,10,either
06/11/21,13,15,89,5,50,0*,6000,10,either
06/11/21,13,35,88,3,40,0*,5500,10,either
06/11/21,13,55,88,3,340,0*,5500,10,either
06/11/21,14,15,89,6,110,0*,5500,10,
06/11/21,14,55,87,0,0,0*,6500,10,either
06/11/21,15,15,87,5,140,0*,6500*,10,either
06/11/21,15,35,89,5,280,0*,6500*,10,either
06/11/21,15,55,88,3,150,0*,6500,10,either
06/11/21,16,15,87,0,0,0*,6000,10,either
06/11/21,16,35,87,3,140,0*,6000,10,either
06/11/21,16,55,86,3,140,0*,6000,10,either
06/11/21,17,15,88,5,140,0*,6000,10,either
06/11/21,17,35,87,3,250,0*,6000,10,either
06/11/21,20,15,69,0,0,0,12000*,10,either
06/11/21,20,35,68,0,0,0*,12000*,10,either
06/12/21,15,35,85,5,140,0*,7000,10,either
06/12/21,15,55,85,3,130,0*,7000,10,either
06/12/21,16,15,85,3,110,0*,7000,10,either
06/12/21,16,35,85,0,0,0*,7000,10,either
06/12/21,17,15,85,3,140,0*,4900,10,either
06/12/21,17,55,85,5,140,0*,4900*,10,either
06/12/21,18,15,84,0,0,0*,4900*,10,either
06/12/21,19,15,75,5,70,16*,5000,10,either
06/12/21,19,35,75,3,60,16*,5000,10,either
06/12/21,19,55,74,0,0,0,12000,10,either
06/12/21,20,15,73,0,0,0,12000,10,either
06/12/21,20,35,73,0,0,0*,12000,10,either
06/13/21, 4,35,66,5,310,0*,3200,5,either
06/13/21, 4,55,65,3,330,0*,3000,7,either
06/13/21,19,15,79,3,330,16*,7000*,10,either
06/13/21,19,35,78,11,300,17,7000*,10,
06/13/21,19,55,77,14,280,17*,7000*,10,
06/13/21,20,15,74,11,280,0,7000*,10,
06/13/21,20,35,73,11,280,0*,7000*,10,
06/14/21, 6,55,60,0,0,18*,8500,10,either
06/14/21, 7,15,61,0,0,0,8500,10,either
06/14/21, 7,35,61,0,0,0,8500,10,either
06/14/21, 7,55,62,0,0,0*,8500,10,either
06/14/21, 8,15,64,3,330,0*,7500,10,either
06/14/21, 8,35,64,0,0,0*,7500,10,either
06/14/21, 9,55,71,13,320,17,6500*,10,
06/14/21,19,15,65,3,320,21*,9000,10,either
06/14/21,19,35,64,5,310,21*,9000*,10,either
06/14/21,19,55,64,0,0,0,11000,10,either
06/14/21,20,15,63,0,0,0,11000,10,either
06/14/21,20,35,64,0,0,0*,12000,10,either
06/15/21, 4,35,56,0,0,0,5000*,10,either
06/15/21, 4,55,56,0,0,0,5000*,10,either
06/15/21, 5,15,56,0,0,0*,5000*,10,either
06/15/21, 5,35,56,3,280,0*,5000*,10,either
06/15/21, 5,55,57,0,0,0*,5000*,10,either
06/15/21, 6,15,58,5,330,0*,5000*,10,either
06/15/21, 6,35,59,3,330,0*,5000*,10,either
06/15/21, 6,55,60,5,350,0*,5000*,10,either
06/15/21, 9,15,67,9,330,0*,2000,10,either
06/15/21,19,35,70,3,360,23*,6500*,10,either
06/15/21,19,55,68,3,30,23*,6500*,10,either
06/15/21,20,35,64,3,50,23*,6500*,10,either
06/16/21, 4,35,44,5,350,0*,6500*,10,either
06/16/21, 4,55,46,3,350,0*,6500*,10,either
06/16/21, 5,15,45,0,0,0*,6500*,10,either
06/16/21, 5,35,46,0,0,0*,6500*,10,either
06/16/21, 5,55,47,0,0,0*,6500*,10,either
06/16/21, 6,15,49,0,0,0*,6500*,10,either
06/16/21, 6,35,52,0,0,0*,6500*,10,either
06/16/21, 6,55,56,0,0,0*,6500*,10,either
06/16/21, 7,55,60,0,0,0*,6500*,10,either
06/16/21, 8,15,62,0,0,0*,6500*,10,either
06/16/21, 8,35,64,3,340,0*,6500*,10,either
06/16/21, 8,55,65,5,320,0*,6500*,10,either
06/16/21, 9,15,66,3,310,0*,6500*,10,either
06/16/21, 9,35,67,0,0,0*,6500*,10,either
06/16/21, 9,55,68,5,340,0*,6500*,10,either
06/16/21,10,35,69,5,30,0*,6500*,10,either
06/16/21,10,55,70,10,330,0*,6000,10,either
06/16/21,11,15,70,10,330,0*,6000,10,either
06/16/21,11,55,72,5,60,18,6000*,10,either
06/16/21,13,55,73,3,350,22*,7000*,10,either
06/16/21,15,55,75,5,240,21*,7000*,10,either
06/16/21,16,55,75,3,260,21*,7000*,10,either
06/16/21,18,55,73,5,30,21*,7000*,10,either
06/16/21,19,15,72,0,0,21*,7000*,10,either
06/16/21,19,35,70,3,50,21*,7000*,10,either
06/16/21,19,55,68,5,210,21*,7000*,10,either
06/16/21,20,15,66,5,180,21*,7000*,10,either
06/16/21,20,35,64,5,170,21*,7000*,10,either
06/17/21, 4,35,48,0,0,0*,7000*,10,either
06/17/21, 4,55,46,7,110,0,7000*,10,
06/17/21, 5,15,46,7,110,0*,7000*,10,
06/17/21, 5,35,48,0,0,0*,7000*,10,either
06/17/21, 5,55,50,7,110,0*,7000*,10,
06/17/21, 6,15,52,0,0,0*,7000*,10,either
06/17/21, 6,35,54,0,0,0*,7000*,10,either
06/17/21, 6,55,57,3,160,0*,7000*,10,either
06/17/21, 7,15,61,0,0,0*,7000*,10,either
06/17/21, 7,35,64,0,0,0,7000*,10,either
06/17/21, 7,55,64,0,0,0*,7000*,10,either
06/17/21, 8,15,66,0,0,0*,7000*,10,either
06/17/21, 8,35,70,3,90,0*,7000*,10,either
06/17/21, 8,55,72,6,280,0*,7000*,10,
06/17/21, 9,35,73,8,240,0*,7000*,10,
06/17/21,11,15,78,0,0,0*,7000*,10,either
06/17/21,11,35,79,8,240,0*,7000*,10,
06/17/21,12,15,79,5,240,0*,7220*,10,either
06/17/21,12,35,81,5,180,0*,7220*,10,either
06/17/21,12,55,81,5,220,0*,7220*,10,either
06/17/21,13,15,82,8,250,0*,7220*,10,
06/17/21,13,35,82,8,270,0*,7220*,10,
06/17/21,14,15,81,5,230,0*,7220*,10,either
06/17/21,14,55,82,5,260,0*,7220*,10,either
06/17/21,15,55,81,5,260,0*,7220*,10,either
06/17/21,16,15,82,0,0,0*,7220*,10,either
06/17/21,16,35,82,8,250,0*,7220*,10,
06/17/21,16,55,82,5,220,0*,7220*,10,either
06/17/21,17,15,82,5,230,0*,7220*,10,either
06/17/21,18,15,82,5,220,0*,7220*,10,either
06/17/21,18,35,82,0,0,0,12000,10,either
06/17/21,18,55,81,0,0,0*,12000,10,either
06/17/21,19,15,81,3,220,0*,12000*,10,either
06/17/21,19,35,79,0,0,0*,12000*,10,either
06/17/21,19,55,75,3,160,0*,11000,10,either
06/17/21,20,15,73,3,180,0*,11000,10,either
06/17/21,20,35,75,0,0,0*,11000,10,either
06/18/21, 4,35,64,5,250,0*,11000,10,either
06/18/21, 4,55,64,5,100,0*,12000,10,either
06/18/21, 5,15,64,5,10,0*,11000,10,either
06/18/21, 5,35,63,0,0,0,12000,10,either
06/18/21, 5,55,63,0,0,0,11000,10,either
06/18/21, 6,35,64,6,290,0*,4800,7,
06/18/21,13,35,77,8,240,0,2800,10,
06/18/21,13,55,78,8,240,0*,2600,10,
06/18/21,18,35,81,7,270,0,2600*,10,
06/18/21,18,55,81,7,270,0*,2600*,10,
06/18/21,19,35,79,6,270,0,2600*,10,
06/19/21, 4,35,68,0,0,0*,7500*,10,either
06/19/21, 4,55,68,3,270,0*,7500*,10,either
06/19/21, 5,15,68,3,150,0*,7500*,10,either
06/19/21, 5,55,67,5,180,0*,7500*,10,either
06/19/21, 6,15,68,5,150,0*,10000,10,either
06/19/21, 6,35,69,0,0,0*,11000,10,either
06/19/21, 6,55,69,3,220,0*,11000,10,either
06/19/21, 7,15,69,3,270,0*,11000*,10,either
06/19/21, 7,55,70,5,260,0*,7000,10,either
06/19/21, 8,35,69,7,250,0*,10000,10,
06/19/21, 8,55,66,5,260,0*,10000,10,either
06/19/21,10,35,62,3,280,0*,6000,5,either
06/19/21,10,55,63,0,0,0*,3100,10,either
06/19/21,11,15,63,8,140,0*,7000,10,
06/19/21,11,35,64,5,360,0*,7000,10,either
06/19/21,11,55,64,3,140,0*,10000,10,either
06/19/21,12,15,65,10,290,0*,10000,10,
06/19/21,13,15,64,0,0,0*,4800,10,either
06/19/21,13,35,66,0,0,0*,4600,10,either
06/19/21,13,55,67,0,0,0*,10000,10,either
06/19/21,14,35,70,3,110,0*,5000,10,either
06/19/21,15,55,70,3,20,0*,2100,10,either
06/19/21,16,15,70,5,120,0*,2100,10,either
06/19/21,16,35,71,0,0,0*,3700,10,either
06/19/21,17,15,71,5,140,0*,5000,10,either
06/19/21,17,35,72,3,80,0*,5000,10,either
06/19/21,17,55,72,5,140,0*,5000,10,either
06/19/21,18,15,72,3,100,0*,4800,10,either
06/19/21,18,35,71,8,110,0*,5000,10,
06/19/21,18,55,72,0,0,0*,4800,10,either
06/19/21,19,15,71,6,100,0*,4800*,10,
06/19/21,19,35,70,5,100,0*,4800*,10,either
06/19/21,19,55,69,3,120,0*,4800*,10,either
06/19/21,20,15,68,3,130,0*,4800*,10,either
06/19/21,20,35,67,3,100,0*,4800*,10,either
06/20/21, 4,35,60,3,330,0*,3200,5,either
06/20/21, 6,35,61,0,0,0,2900,5,either
06/20/21, 6,55,62,0,0,0,2900,5,either
06/20/21, 7,15,63,0,0,0*,2900*,7,either
06/20/21, 7,35,65,0,0,0*,3000,10,either
06/20/21, 7,55,67,5,340,0*,3000,10,either
06/20/21, 8,15,69,3,360,0*,3000*,10,either
06/20/21, 8,35,70,5,360,0*,3000*,10,either
06/20/21, 8,55,71,3,340,0*,2900,10,either
06/20/21, 9,15,72,0,0,0*,2900,10,either
06/20/21, 9,35,73,6,90,0*,2900,10,
06/20/21, 9,55,74,3,140,0*,2000,10,either
06/20/21,10,15,75,3,200,0*,2200,10,either
06/20/21,10,35,76,0,0,0,2600,10,either
06/20/21,10,55,77,0,0,0*,2600,10,either
06/20/21,11,35,78,7,270,0*,2600*,10,
06/20/21,11,55,79,0,0,0,2600*,10,either
06/20/21,12,15,80,0,0,0*,2600*,10,either
06/20/21,12,35,79,0,0,0*,2600*,10,either
06/20/21,12,55,81,7,270,0*,2600*,10,
06/20/21,13,15,82,5,280,0*,2600*,10,either
06/20/21,13,35,82,0,0,0*,2600*,10,either
06/20/21,13,55,83,5,250,0*,4800,10,either
06/20/21,14,15,83,5,300,0*,4800,10,either
06/20/21,14,35,84,7,260,0*,4800*,10,
06/20/21,15,15,84,5,260,0*,4800*,10,either
06/20/21,15,35,84,5,250,0*,4800*,10,either
06/20/21,15,55,82,3,250,0*,4800*,10,either
06/20/21,16,15,81,0,0,0*,4800*,10,either
06/20/21,16,35,81,0,0,0*,4800*,10,either
06/20/21,16,55,80,0,0,0*,4800*,10,either
06/20/21,17,15,82,3,260,0*,4800*,10,either
06/20/21,17,35,83,7,270,0*,4800*,10,
06/20/21,17,55,82,5,290,0*,4800*,10,either
06/20/21,18,15,81,5,360,0*,4800*,10,either
06/20/21,18,35,80,0,0,0*,4800*,10,either
06/20/21,18,55,78,0,0,0,4800*,10,either
06/20/21,19,15,76,0,0,0*,4800*,10,either
06/20/21,19,35,75,3,90,0*,12000,10,either
06/20/21,19,55,75,0,0,0*,11000,10,either
06/20/21,20,15,73,5,160,0*,7000,10,either
06/21/21, 5,35,64,3,130,0*,8500*,10,either
06/21/21, 5,55,64,3,100,0*,8500*,10,either
06/21/21, 6,35,65,5,100,0*,2500,10,either
06/21/21,14,55,67,16,290,22,2900,10,
06/21/21,15,35,67,15,280,23,2700,10,
06/22/21, 4,35,42,0,0,18*,3200*,10,either
06/22/21, 4,55,41,0,0,0,3200*,10,either
06/22/21, 5,15,41,0,0,0,3200*,10,either
06/22/21, 5,35,41,0,0,0*,3200*,10,either
06/22/21, 5,55,42,0,0,0*,3200*,10,either
06/22/21, 6,15,45,3,350,0*,3200*,10,either
06/22/21, 6,35,48,5,30,0*,3200*,10,either
06/22/21, 6,55,49,5,280,0*,3200*,10,either
06/22/21, 7,15,51,3,280,0*,3200*,10,either
06/22/21, 7,35,53,5,290,0*,3200*,10,either
06/22/21, 7,55,54,6,270,0*,3200*,10,
06/22/21, 8,15,55,3,250,0*,3200*,10,either
06/22/21, 8,35,56,5,260,0*,3200*,10,either
06/22/21, 8,55,57,5,270,0*,3200*,10,either
06/22/21, 9,15,57,3,250,0*,3200*,10,either
06/22/21, 9,35,58,5,320,0*,3200*,10,either
06/22/21,10,15,61,3,310,0*,3200*,7,either
06/22/21,10,35,61,0,0,0*,3200*,10,either
06/22/21,10,55,62,5,250,0*,4700,10,either
06/22/21,11,35,64,5,260,0*,5500,10,either
06/22/21,11,55,63,5,190,0*,5000,10,either
06/22/21,12,15,64,0,0,0*,5000,10,either
06/22/21,12,35,65,9,230,0*,5500,10,either
06/22/21,12,55,64,11,230,0*,5000,10,either
06/22/21,13,15,63,10,230,0*,5000,10,either
06/22/21,13,35,63,7,260,0*,5500,10,
06/22/21,13,55,60,14,280,23,4800,7,
06/22/21,14,35,59,0,0,23*,6000,10,either
06/22/21,14,55,63,0,0,23*,7000,10,either
06/22/21,15,15,63,5,240,23*,9000,10,either
06/22/21,15,55,64,0,0,23*,4900,10,either
06/22/21,16,15,64,0,0,23*,6000,10,either
06/22/21,16,35,64,3,330,23*,6000,10,either
06/22/21,19,55,62,0,0,18*,6500*,10,either
06/22/21,20,15,60,0,0,18*,6500*,10,either
06/22/21,20,35,57,0,0,18*,6500*,10,either
06/23/21, 4,35,51,5,170,0*,6500,10,either
06/23/21, 5,35,54,0,0,0*,6000,10,either
06/23/21, 9,35,60,5,150,0*,5000,10,either
06/23/21,12,35,64,5,160,20*,3200,10,either
06/23/21,13,15,63,0,0,20*,3000,10,either
06/23/21,13,35,63,3,150,20*,4300,10,either
06/23/21,18,15,70,5,180,18*,6500,10,either
06/23/21,20,15,67,7,120,0,9500*,10,
06/23/21,20,35,67,7,120,0*,9500*,10,
06/24/21, 4,55,60,0,0,0*,9000*,10,either
06/24/21,13,55,75,0,0,22*,6000,10,either
06/24/21,14,15,74,5,320,22*,4900,10,either
06/24/21,16,35,67,5,190,22*,6000,5,either
06/24/21,17,35,69,0,0,0,5500,10,either
06/24/21,17,55,70,0,0,0*,4800,10,either
06/24/21,18,15,70,3,230,0*,4800,10,either
06/24/21,18,35,69,6,110,0*,4100,10,
06/24/21,18,55,69,7,120,0*,4200,10,
06/24/21,19,35,69,5,150,0*,4200*,10,either
06/25/21, 4,55,66,8,130,0,3900,10,
06/25/21, 5,15,66,8,130,0*,4100,10,
06/25/21, 5,55,66,9,150,0*,5000,10,either
06/25/21, 6,35,66,7,120,0*,6000,5,
06/25/21, 6,55,66,10,140,0*,7000,5,either
06/25/21, 7,15,67,9,140,0*,7000,5,either
06/25/21, 7,35,67,8,140,0*,3400,7,
06/26/21, 6,55,71,0,0,0*,6000,7,either
06/26/21,18,35,71,5,220,16*,2500,7,either
06/27/21, 9,35,77,9,230,0*,2100,10,either
06/27/21,20,15,79,3,290,17*,3300,10,either
06/28/21, 4,55,67,5,290,0*,3800,10,either
06/28/21, 6,55,68,5,10,0*,10000,10,either
06/28/21, 7,15,69,0,0,0*,10000,10,either
06/28/21, 7,35,70,6,110,0*,6500,10,
06/28/21, 7,55,70,0,0,0*,6500,10,either
06/28/21, 8,35,71,3,150,0*,4100*,10,either
06/28/21, 8,55,72,0,0,0*,3200,10,either
06/28/21, 9,15,74,3,160,0*,3200,10,either
06/28/21, 9,35,74,5,140,0*,3400,10,either
06/28/21, 9,55,75,3,230,0*,3200,10,either
06/28/21,10,15,76,7,130,0*,3200,10,
06/28/21,10,35,76,5,160,0*,3200,10,either
06/28/21,11,15,77,0,0,0,2600,10,either
06/28/21,11,35,79,0,0,0*,2600*,10,either
06/28/21,11,55,80,3,170,0*,8500,10,either
06/28/21,12,15,80,3,170,16,2100,10,either
06/28/21,12,35,81,5,250,16*,2100,10,either
06/28/21,12,55,82,5,160,16*,2300,10,either
06/28/21,13,15,82,0,0,0,2500,10,either
06/28/21,13,35,84,0,0,0*,2700,10,either
06/28/21,14,15,84,3,210,0*,2900,10,either
06/28/21,14,55,84,3,220,0*,2900,10,either
06/28/21,15,55,82,0,0,0*,3300,10,either
06/28/21,16,15,84,5,210,0*,3100,10,either
06/28/21,17,15,85,8,250,0*,3100*,10,
06/28/21,17,35,84,5,130,0*,3600,10,either
06/28/21,18,55,76,0,0,0,3600,10,either
06/28/21,19,15,77,0,0,0,12000,10,either
06/28/21,19,35,75,0,0,0,12000,10,either
06/28/21,19,55,73,0,0,0,5000,10,either
06/28/21,20,15,74,0,0,0*,5000,10,either
06/28/21,20,35,73,5,150,0*,3500,7,either
06/29/21, 4,35,71,3,150,0*,5000,10,either
06/29/21, 4,55,70,3,170,0*,12000,10,either
06/29/21, 5,15,70,5,140,0*,12000,10,either
06/29/21, 5,35,69,3,150,0*,12000,10,either
06/29/21, 6,15,69,3,140,0*,12000*,10,either
06/29/21, 7,35,73,3,210,0*,12000*,10,either
06/29/21, 7,55,75,5,210,0*,12000*,10,either
06/29/21, 8,35,78,0,0,0*,12000*,10,either
06/29/21, 8,55,80,3,220,0*,12000*,10,either
06/29/21,10,15,83,8,240,0*,2100,10,
06/29/21,10,55,84,7,250,0*,2500,10,
