JEWETT FLD AP (MI),54822,,Lat: 42.5658,Lon: -84.4331,Elev: 922 ft,,,
Date,Hr,Min,Temp (F),Wind Spd (mph),Wind Direction (deg),Peak WindGust(mph),Low Cloud Ht (ft),Visibility (mi)
06/19/21,14,15,69,6,360,0*,10000*,10,
06/19/21,14,35,70,3,110,0*,5000,10,
06/19/21,15,55,70,3,20,0*,2100,10,
06/19/21,16,15,70,5,120,0*,2100,10,
06/19/21,16,35,71,0,0,0*,3700,10,
06/19/21,16,55,71,6,180,0*,5000,10,
06/19/21,17,15,71,5,140,0*,5000,10,
06/19/21,17,35,72,3,80,0*,5000,10,
06/19/21,17,55,72,5,140,0*,5000,10,
06/19/21,18,15,72,3,100,0*,4800,10,
06/19/21,18,35,71,8,110,0*,5000,10,
06/19/21,18,55,72,0,0,0*,4800,10,
06/19/21,19,15,71,6,100,0*,4800*,10,
06/19/21,19,35,70,5,100,0*,4800*,10,
06/19/21,19,55,69,3,120,0*,4800*,10,
06/19/21,20,15,68,3,130,0*,4800*,10,
06/19/21,20,35,67,3,100,0*,4800*,10,
06/20/21, 4,35,60,3,330,0*,3200,5,
06/20/21, 6,35,61,0,0,0,2900,5,
06/20/21, 6,55,62,0,0,0,2900,5,
06/20/21, 7,15,63,0,0,0*,2900*,7,
06/20/21, 7,35,65,0,0,0*,3000,10,
06/20/21, 7,55,67,5,340,0*,3000,10,
06/20/21, 8,15,69,3,360,0*,3000*,10,
06/20/21, 8,35,70,5,360,0*,3000*,10,
06/20/21, 8,55,71,3,340,0*,2900,10,
06/20/21, 9,15,72,0,0,0*,2900,10,
06/20/21, 9,35,73,6,90,0*,2900,10,
06/20/21, 9,55,74,3,140,0*,2000,10,
06/20/21,10,15,75,3,200,0*,2200,10,
06/20/21,10,35,76,0,0,0,2600,10,
06/20/21,10,55,77,0,0,0*,2600,10,
06/20/21,11,15,77,6,260,0*,2600*,10,
06/20/21,11,35,78,7,270,0*,2600*,10,
06/20/21,11,55,79,0,0,0,2600*,10,
06/20/21,12,15,80,0,0,0*,2600*,10,
06/20/21,12,35,79,0,0,0*,2600*,10,
06/20/21,12,55,81,7,270,0*,2600*,10,
06/20/21,13,15,82,5,280,0*,2600*,10,
06/20/21,13,35,82,0,0,0*,2600*,10,
06/20/21,13,55,83,5,250,0*,4800,10,
06/20/21,14,15,83,5,300,0*,4800,10,
06/20/21,14,35,84,7,260,0*,4800*,10,
06/20/21,14,55,82,6,240,0*,4800*,10,
06/20/21,15,15,84,5,260,0*,4800*,10,
06/20/21,15,35,84,5,250,0*,4800*,10,
06/20/21,15,55,82,3,250,0*,4800*,10,
06/20/21,16,15,81,0,0,0*,4800*,10,
06/20/21,16,35,81,0,0,0*,4800*,10,
06/20/21,16,55,80,0,0,0*,4800*,10,
06/20/21,17,15,82,3,260,0*,4800*,10,
06/20/21,17,35,83,7,270,0*,4800*,10,
06/20/21,17,55,82,5,290,0*,4800*,10,
06/20/21,18,15,81,5,360,0*,4800*,10,
06/20/21,18,35,80,0,0,0*,4800*,10,
06/20/21,18,55,78,0,0,0,4800*,10,
06/20/21,19,15,76,0,0,0*,4800*,10,
06/20/21,19,35,75,3,90,0*,12000,10,
06/20/21,19,55,75,0,0,0*,11000,10,
06/20/21,20,15,73,5,160,0*,7000,10,
06/21/21, 4,35,64,8,130,17,12000*,10,
06/21/21, 4,55,64,6,130,0,8500,10,
06/21/21, 5,15,64,6,130,0*,8500,10,
06/21/21, 5,35,64,3,130,0*,8500*,10,
06/21/21, 5,55,64,3,100,0*,8500*,10,
06/21/21, 6,15,64,6,160,0*,2700,10,
06/21/21, 6,35,65,5,100,0*,2500,10,
06/21/21,11,55,65,18,290,26,2100,10,
06/21/21,12,15,64,18,290,25,2100,10,
06/21/21,12,35,65,17,280,28,2300,10,
06/21/21,12,55,65,17,290,30,2500,10,
06/21/21,13,15,66,16,290,31,2500,10,
06/21/21,13,35,66,16,280,28,2900,10,
06/21/21,13,55,67,21,290,28,2900,10,
06/21/21,14,15,67,20,310,28,2900,10,
06/21/21,14,35,68,25,300,36,2900,10,
06/21/21,14,55,67,16,290,22,2900,10,
06/21/21,15,15,66,13,290,22,2700,10,
06/21/21,15,35,67,15,280,23,2700,10,
06/21/21,15,55,67,15,320,23,3000,10,
06/21/21,16,15,66,21,330,28,3400,10,
06/21/21,16,35,64,14,330,22,4400,10,
06/21/21,16,55,65,14,320,21,4900,10,
06/21/21,17,15,66,14,330,21,6000,10,
06/21/21,17,35,64,14,330,25,4200,10,
06/21/21,17,55,64,13,330,25*,4000,10,
06/21/21,18,15,63,9,320,25,3500,10,
06/21/21,18,35,63,15,320,23,7000,10,
06/21/21,18,55,62,13,320,18,7000*,10,
06/21/21,19,15,62,9,330,18,7000,10,
06/21/21,19,35,60,10,330,18*,3600,10,
06/21/21,19,55,59,10,330,16,3400,10,
06/21/21,20,15,58,8,330,21,3100,10,
06/21/21,20,35,58,10,350,16,2700,10,
06/22/21, 4,35,42,0,0,18*,3200*,10,
06/22/21, 4,55,41,0,0,0,3200*,10,
06/22/21, 5,15,41,0,0,0,3200*,10,
06/22/21, 5,35,41,0,0,0*,3200*,10,
06/22/21, 5,55,42,0,0,0*,3200*,10,
06/22/21, 6,15,45,3,350,0*,3200*,10,
06/22/21, 6,35,48,5,30,0*,3200*,10,
06/22/21, 6,55,49,5,280,0*,3200*,10,
06/22/21, 7,15,51,3,280,0*,3200*,10,
06/22/21, 7,35,53,5,290,0*,3200*,10,
06/22/21, 7,55,54,6,270,0*,3200*,10,
06/22/21, 8,15,55,3,250,0*,3200*,10,
06/22/21, 8,35,56,5,260,0*,3200*,10,
06/22/21, 8,55,57,5,270,0*,3200*,10,
06/22/21, 9,15,57,3,250,0*,3200*,10,
06/22/21, 9,35,58,5,320,0*,3200*,10,
06/22/21, 9,55,60,6,340,0*,3200*,10,
06/22/21,10,15,61,3,310,0*,3200*,7,
06/22/21,10,35,61,0,0,0*,3200*,10,
06/22/21,10,55,62,5,250,0*,4700,10,
06/22/21,11,15,62,6,260,0*,4900,10,
06/22/21,11,35,64,5,260,0*,5500,10,
06/22/21,11,55,63,5,190,0*,5000,10,
06/22/21,12,15,64,0,0,0*,5000,10,
06/22/21,12,35,65,9,230,0*,5500,10,
06/22/21,12,55,64,11,230,0*,5000,10,
06/22/21,13,15,63,10,230,0*,5000,10,
06/22/21,13,35,63,7,260,0*,5500,10,
06/22/21,13,55,60,14,280,23,4800,7,
06/22/21,14,15,57,8,350,23*,5000,10,
06/22/21,14,35,59,0,0,23*,6000,10,
06/22/21,14,55,63,0,0,23*,7000,10,
06/22/21,15,15,63,5,240,23*,9000,10,
06/22/21,15,35,63,6,330,23*,4900,10,
06/22/21,15,55,64,0,0,23*,4900,10,
06/22/21,16,15,64,0,0,23*,6000,10,
06/22/21,16,35,64,3,330,23*,6000,10,
06/22/21,16,55,67,10,320,17,6000,10,
06/22/21,17,15,67,11,330,18,6000,10,
06/22/21,17,35,67,14,320,22,6000*,10,
06/22/21,17,55,66,14,310,23,6500,10,
06/22/21,18,15,66,14,300,21,6500,10,
06/22/21,18,35,66,11,270,21*,6500*,10,
06/22/21,18,55,65,9,320,18,6500*,10,
06/22/21,19,15,65,6,290,18*,6500*,10,
06/22/21,19,35,64,7,340,18*,6500*,10,
06/22/21,19,55,62,0,0,18*,6500*,10,
06/22/21,20,15,60,0,0,18*,6500*,10,
06/22/21,20,35,57,0,0,18*,6500*,10,
06/23/21, 4,35,51,5,170,0*,6500,10,
06/23/21, 4,55,50,7,170,0*,7000,10,
06/23/21, 5,15,52,9,180,0*,7000,10,
06/23/21, 5,35,54,0,0,0*,6000,10,
06/23/21, 5,55,53,6,170,0*,6000,10,
06/23/21, 6,15,55,9,200,0*,6000,10,
06/23/21, 6,35,56,11,190,0*,6000,10,
06/23/21, 6,55,57,8,190,0*,6000,10,
06/23/21, 7,15,57,11,180,0*,7000,10,
06/23/21, 7,35,57,11,180,0*,7000,10,
06/23/21, 7,55,57,8,180,0*,6000,10,
06/23/21, 8,15,58,8,170,0*,7000,10,
06/23/21, 8,35,59,9,180,0*,7000,10,
06/23/21, 8,55,60,8,170,0*,7500,10,
06/23/21, 9,15,60,6,160,0*,5000,10,
06/23/21, 9,35,60,5,150,0*,5000,10,
06/23/21, 9,55,61,8,160,0*,6000,10,
06/23/21,10,15,64,10,170,17,7000,10,
06/23/21,10,35,66,9,180,17*,7000,10,
06/23/21,10,55,68,8,190,17*,7000,10,
06/23/21,11,15,67,7,170,17*,7000,10,
06/23/21,11,35,69,6,140,17*,3700,10,
06/23/21,11,55,68,10,220,17,3700,10,
06/23/21,12,15,67,7,200,20,3600,10,
06/23/21,12,35,64,5,160,20*,3200,10,
06/23/21,13,15,63,0,0,20*,3000,10,
06/23/21,13,35,63,3,150,20*,4300,10,
06/23/21,13,55,66,9,140,16,4500,10,
06/23/21,14,15,67,6,140,16*,6000,10,
06/23/21,14,35,69,9,150,16*,7500,10,
06/23/21,14,55,71,7,190,16*,7500,10,
06/23/21,15,15,71,8,160,16*,6000,10,
06/23/21,15,35,72,10,150,17,3700,10,
06/23/21,15,55,71,6,220,17*,3500,10,
06/23/21,16,15,72,6,190,17*,3800,10,
06/23/21,16,35,71,8,190,18,3800,10,
06/23/21,16,55,71,7,160,18*,3900,10,
06/23/21,17,15,71,7,200,18,3900,10,
06/23/21,17,35,71,6,200,18*,3900,10,
06/23/21,17,55,71,8,210,18*,7500,10,
06/23/21,18,15,70,5,180,18*,6500,10,
06/23/21,18,35,71,7,160,18*,6500,10,
06/23/21,18,55,70,6,130,18*,6500,10,
06/23/21,19,15,69,7,170,18*,9500,10,
06/23/21,19,35,69,7,170,18*,9500*,10,
06/23/21,19,55,69,7,160,18*,9500*,10,
06/23/21,20,15,67,7,120,0,9500*,10,
06/23/21,20,35,67,7,120,0*,9500*,10,
06/24/21, 4,35,59,6,160,0*,9000,10,
06/24/21, 4,55,60,0,0,0*,9000*,10,
06/24/21, 5,15,59,6,170,0,9000,10,
06/24/21, 5,35,59,6,170,0*,9000,10,
06/24/21, 5,55,60,8,170,0*,9000*,10,
06/24/21, 6,15,61,9,170,0*,9000*,10,
06/24/21, 6,35,62,8,170,0*,9000*,10,
06/24/21, 6,55,63,8,160,0*,9000*,10,
06/24/21, 7,15,64,9,160,18,9000*,10,
06/24/21, 7,35,65,7,140,16,9000*,10,
06/24/21, 7,55,66,9,140,17,9000*,10,
06/24/21, 8,15,67,7,130,17*,9000*,10,
06/24/21, 8,35,69,11,170,17,9000*,10,
06/24/21, 8,55,69,9,160,17,9000*,10,
06/24/21, 9,15,71,10,160,21,9000*,10,
06/24/21, 9,35,71,7,170,22,9000*,10,
06/24/21, 9,55,72,8,170,22*,9000*,10,
06/24/21,10,15,73,9,170,22*,9000*,10,
06/24/21,10,35,74,6,190,22*,9000*,10,
06/24/21,10,55,75,8,180,22*,9000*,10,
06/24/21,11,15,75,8,190,22,9000*,10,
06/24/21,11,35,76,9,190,22*,9000*,10,
06/24/21,11,55,76,7,210,22*,9000*,10,
06/24/21,12,15,76,6,200,22*,9000*,10,
06/24/21,12,35,76,8,190,22*,9000*,10,
06/24/21,12,55,76,7,180,22*,9000*,10,
06/24/21,13,15,75,8,190,22*,6000,10,
06/24/21,13,35,75,7,200,22*,6000,10,
06/24/21,13,55,75,0,0,22*,6000,10,
06/24/21,14,15,74,5,320,22*,4900,10,
06/24/21,14,35,74,10,90,22*,4900,10,
06/24/21,14,55,74,9,20,22*,4900,10,
06/24/21,15,15,73,13,10,22*,4700,10,
06/24/21,15,35,71,9,20,22*,4700,10,
06/24/21,15,55,69,10,10,22*,6000,10,
06/24/21,16,35,67,5,190,22*,6000,5,
06/24/21,16,55,67,7,190,22*,6000,5,
06/24/21,17,15,68,6,170,22*,6500,10,
06/24/21,17,35,69,0,0,0,5500,10,
06/24/21,17,55,70,0,0,0*,4800,10,
06/24/21,18,15,70,3,230,0*,4800,10,
06/24/21,18,35,69,6,110,0*,4100,10,
06/24/21,18,55,69,7,120,0*,4200,10,
06/24/21,19,15,69,6,140,0*,4200*,10,
06/24/21,19,35,69,5,150,0*,4200*,10,
06/24/21,19,55,68,6,150,0*,4200*,10,
06/24/21,20,15,68,7,150,0*,4200*,10,
06/24/21,20,35,68,7,140,0*,4200*,10,
06/25/21, 4,35,66,7,150,0*,4300,10,
06/25/21, 4,55,66,8,130,0,3900,10,
06/25/21, 5,15,66,8,130,0*,4100,10,
06/25/21, 5,35,66,6,120,0*,4100,10,
06/25/21, 5,55,66,9,150,0*,5000,10,
06/25/21, 6,15,66,6,120,0*,7000,7,
06/25/21, 6,35,66,7,120,0*,6000,5,
06/25/21, 6,55,66,10,140,0*,7000,5,
06/25/21, 7,15,67,9,140,0*,7000,5,
06/25/21, 7,35,67,8,140,0*,3400,7,
06/25/21,17,15,75,9,220,21,2000,10,
06/25/21,17,35,75,7,220,17,2400,10,
06/25/21,18,32,74,8,220,18*,2400,10,
06/25/21,18,35,75,13,230,18,2400,10,
06/25/21,18,55,74,9,230,22,2400,10,
06/25/21,19,15,73,6,220,22*,2400,10,
06/25/21,19,35,74,10,230,22*,2100,10,
06/25/21,19,55,74,9,230,18,2100,10,
06/25/21,20,15,74,8,240,20,2400,10,
06/25/21,20,35,74,6,240,0,2600,10,
06/26/21, 6,55,71,0,0,0*,6000,7,
06/26/21, 7,15,71,7,180,0*,6000,10,
06/26/21, 7,35,72,7,200,0*,3200,10,
06/26/21, 7,55,72,9,180,0*,3200,10,
06/26/21, 8,15,72,7,200,0*,3000,10,
06/26/21, 8,35,72,8,190,0*,2700,10,
06/26/21, 8,55,72,9,160,0*,2700,10,
06/26/21, 9,15,73,9,190,0*,3000,10,
06/26/21, 9,35,73,10,180,0*,3700,10,
06/26/21, 9,55,74,11,180,0*,3200,10,
06/26/21,12,15,76,9,190,16,2100,10,
06/26/21,12,35,77,7,180,16*,2700,10,
06/26/21,12,55,77,14,170,18,2600,10,
06/26/21,13,15,78,11,180,18,2300,10,
06/26/21,13,35,79,10,170,17,2100,10,
06/26/21,14,15,81,13,180,21,2400,10,
06/26/21,14,35,81,7,180,21*,2400,10,
06/26/21,14,55,80,10,170,21,2400,10,
06/26/21,15,15,80,9,170,16,2400,10,
06/26/21,15,35,81,11,170,22,5000,10,
06/26/21,15,55,80,14,170,23,2700,10,
06/26/21,16,15,79,8,170,20,2900,10,
06/26/21,16,35,79,8,180,20,3200,10,
06/26/21,16,55,78,11,170,22,3400,10,
06/26/21,17,15,78,10,170,16,3900,10,
06/26/21,18,35,71,5,220,16*,2500,7,
06/26/21,18,55,72,7,160,16*,2200,10,
06/26/21,19,15,72,8,160,16*,4600,10,
06/26/21,19,35,72,11,180,16*,4600,10,
06/26/21,19,55,72,10,180,16*,6000,10,
06/26/21,20,15,73,13,180,16*,3600,10,
06/26/21,20,35,73,14,180,16*,3600,10,
06/27/21, 9,35,77,9,230,0*,2100,10,
06/27/21, 9,55,78,8,230,17,2100,10,
06/27/21,10,15,77,8,230,17,2300,10,
06/27/21,10,35,78,9,220,17,2300,10,
06/27/21,10,55,78,8,210,17*,2300,10,
06/27/21,11,15,78,8,230,17*,2300,10,
06/27/21,11,35,79,9,210,16,2300,10,
06/27/21,11,55,81,9,230,20,2500,10,
06/27/21,12,15,81,9,210,17,2500,10,
06/27/21,12,35,81,6,200,26,2500,10,
06/27/21,12,55,81,6,210,20,2700,10,
06/27/21,13,15,81,10,230,17,2700,10,
06/27/21,13,35,81,11,230,18,2700,10,
06/27/21,13,55,81,9,240,22,2900,10,
06/27/21,14,15,82,13,220,25,3100,10,
06/27/21,14,35,83,11,240,17,3100,10,
06/27/21,14,55,82,6,230,17,3200,10,
06/27/21,15,15,84,11,220,21,3700,10,
06/27/21,15,35,84,9,230,20,3600,10,
06/27/21,15,55,84,11,230,22,3500,10,
06/27/21,16,15,84,13,230,22,3900,10,
06/27/21,16,35,85,13,230,24,4100,10,
06/27/21,16,55,83,10,220,18,3700,10,
06/27/21,17,15,83,10,290,20,3700,10,
06/27/21,17,35,82,10,310,20*,4000,10,
06/27/21,17,55,81,9,290,16,4000,10,
06/27/21,18,15,82,6,260,16*,3800,10,
06/27/21,18,35,82,8,280,16*,4300,10,
06/27/21,18,55,81,6,290,17,4400,10,
06/27/21,19,15,81,6,280,17*,3400,10,
06/27/21,19,35,80,6,310,17*,5000,10,
06/27/21,19,55,79,7,290,17*,4700,10,
06/27/21,20,15,79,3,290,17*,3300,10,
06/27/21,20,35,77,7,270,17*,3300,10,
06/28/21, 4,35,67,8,350,0*,3600,10,
06/28/21, 4,55,67,5,290,0*,3800,10,
06/28/21, 5,15,66,7,10,0*,4000,10,
06/28/21, 5,35,67,6,10,0*,3800,10,
06/28/21, 5,55,67,6,360,0*,3800,10,
06/28/21, 6,15,67,6,340,0*,11000,10,
06/28/21, 6,35,67,7,10,0*,10000,10,
06/28/21, 6,55,68,5,10,0*,10000,10,
06/28/21, 7,15,69,0,0,0*,10000,10,
06/28/21, 7,35,70,6,110,0*,6500,10,
06/28/21, 7,55,70,0,0,0*,6500,10,
06/28/21, 8,15,71,6,170,0*,4100,10,
06/28/21, 8,35,71,3,150,0*,4100*,10,
06/28/21, 8,55,72,0,0,0*,3200,10,
06/28/21, 9,15,74,3,160,0*,3200,10,
06/28/21, 9,35,74,5,140,0*,3400,10,
06/28/21, 9,55,75,3,230,0*,3200,10,
06/28/21,10,15,76,7,130,0*,3200,10,
06/28/21,10,35,76,5,160,0*,3200,10,
06/28/21,10,55,77,6,170,0*,3200*,10,
06/28/21,11,15,77,0,0,0,2600,10,
06/28/21,11,35,79,0,0,0*,2600*,10,
06/28/21,11,55,80,3,170,0*,8500,10,
06/28/21,12,15,80,3,170,16,2100,10,
06/28/21,12,35,81,5,250,16*,2100,10,
06/28/21,12,55,82,5,160,16*,2300,10,
06/28/21,13,15,82,0,0,0,2500,10,
06/28/21,13,35,84,0,0,0*,2700,10,
06/28/21,13,55,83,6,230,0*,2700,10,
06/28/21,14,15,84,3,210,0*,2900,10,
06/28/21,14,35,83,6,210,0*,2900,10,
06/28/21,14,55,84,3,220,0*,2900,10,
06/28/21,15,15,84,6,200,0*,3100,10,
06/28/21,15,35,83,6,190,0*,3300,10,
06/28/21,15,55,82,0,0,0*,3300,10,
06/28/21,16,15,84,5,210,0*,3100,10,
06/28/21,16,35,85,7,190,0*,3100*,10,
06/28/21,16,55,85,8,230,0*,3100*,10,
06/28/21,17,15,85,8,250,0*,3100*,10,
06/28/21,17,35,84,5,130,0*,3600,10,
06/28/21,17,55,83,6,170,0*,3600*,10,
06/28/21,18,15,80,7,180,25,3900,10,
06/28/21,18,35,76,3,280,25*,3800,10,
06/28/21,18,55,76,0,0,0,3600,10,
06/28/21,19,15,77,0,0,0,12000,10,
06/28/21,19,35,75,0,0,0,12000,10,
06/28/21,19,55,73,0,0,0,5000,10,
06/28/21,20,15,74,0,0,0*,5000,10,
06/28/21,20,35,73,5,150,0*,3500,7,
06/29/21, 4,35,71,3,150,0*,5000,10,
06/29/21, 4,55,70,3,170,0*,12000,10,
06/29/21, 5,15,70,5,140,0*,12000,10,
06/29/21, 5,35,69,3,150,0*,12000,10,
06/29/21, 5,55,69,6,120,0*,12000*,10,
06/29/21, 6,15,69,3,140,0*,12000*,10,
06/29/21, 6,35,70,7,140,0*,12000*,10,
06/29/21, 6,55,71,6,150,0*,12000*,10,
06/29/21, 7,15,72,6,190,0*,12000*,10,
06/29/21, 7,35,73,3,210,0*,12000*,10,
06/29/21, 7,55,75,5,210,0*,12000*,10,
06/29/21, 8,15,77,6,200,0*,12000*,10,
06/29/21, 8,35,78,0,0,0*,12000*,10,
06/29/21, 8,55,80,3,220,0*,12000*,10,
06/29/21, 9,15,80,6,200,0*,12000*,10,
06/29/21,10,15,83,8,240,0*,2100,10,
06/29/21,10,35,83,7,210,0*,2300,10,
06/29/21,10,55,84,7,250,0*,2500,10,
06/29/21,11,15,85,8,240,0*,2800,10,
06/29/21,11,35,84,10,250,18,3000,10,
06/29/21,11,55,71,14,270,32,3000,5,
06/29/21,12,35,70,3,240,32*,7000,10,
06/29/21,12,55,70,0,0,32*,10000,10,
06/29/21,13,15,72,5,190,32*,5500,10,
06/29/21,13,35,73,0,0,32*,5500,10,
06/29/21,13,55,74,3,200,32*,5500*,10,
06/29/21,14,15,77,7,200,32*,5500*,10,
06/29/21,14,35,78,8,190,16,5500*,10,
06/29/21,14,55,79,3,190,16*,5500*,10,
06/29/21,15,15,81,0,0,16*,5500*,10,
06/29/21,15,35,82,5,250,16*,5500*,10,
06/29/21,15,55,83,9,270,16*,5500*,10,
06/29/21,16,15,83,10,300,18,2500,10,
06/29/21,16,35,84,13,270,18,3200,10,
06/29/21,16,55,83,7,310,20,5000,10,
06/29/21,17,15,81,10,320,20,3300,10,
06/29/21,17,35,79,8,270,20*,3500,10,
06/29/21,17,55,77,5,250,20*,4000,10,
06/29/21,18,15,78,3,260,20*,7000,10,
06/29/21,18,35,78,0,0,20*,7220,10,
06/29/21,18,55,77,3,230,20*,7220,10,
06/29/21,19,15,77,0,0,0,7220*,10,
06/29/21,19,35,76,0,0,0,7220*,10,
06/29/21,19,55,76,0,0,0,7220*,10,
06/29/21,20,15,76,0,0,0,7220*,10,
06/29/21,20,35,76,0,0,0,2800,10,
06/30/21, 4,35,71,6,270,0,11000,10,
06/30/21, 4,55,70,6,270,0*,12000,10,
06/30/21, 5,15,70,5,260,0*,11000,10,
06/30/21, 5,35,70,0,0,0,12000,10,
06/30/21, 5,55,70,0,0,0,12000,10,
06/30/21, 6,15,70,0,0,0*,11000,10,
06/30/21, 6,35,70,3,250,0*,2100,10,
06/30/21,11,55,78,6,270,0*,2200,10,
06/30/21,12,15,79,7,260,0,2500,10,
06/30/21,12,35,79,7,270,0*,2300,10,
06/30/21,12,55,79,8,260,0*,2700,10,
06/30/21,13,15,80,10,280,0*,2500,10,
06/30/21,13,35,81,6,260,0*,2600,10,
06/30/21,13,55,82,8,290,0*,3100,10,
06/30/21,14,15,81,6,270,0*,3300,10,
06/30/21,14,35,81,7,270,0*,3100,10,
06/30/21,14,55,82,6,280,16,7220,10,
06/30/21,15,15,82,8,270,16*,3600,10,
06/30/21,15,35,81,10,310,16,3400,10,
06/30/21,15,55,81,11,290,20,3400,10,
06/30/21,16,15,80,10,300,17,7220,10,
06/30/21,16,35,81,13,300,21,7220,10,
06/30/21,16,55,81,8,300,21*,7220,10,
06/30/21,17,15,82,6,270,21*,7220,10,
06/30/21,17,35,81,7,270,21*,7220,10,
06/30/21,17,55,81,7,290,17,7220,10,
06/30/21,18,15,80,7,300,17,3300,10,
06/30/21,18,35,80,7,300,16,3300,10,
06/30/21,18,55,79,7,300,16,7220,10,
06/30/21,19,15,78,13,280,17,7220*,10,
06/30/21,19,35,77,9,290,17,7220*,10,
06/30/21,19,55,77,11,280,17*,3300,10,
06/30/21,20,15,75,10,300,16,3300*,10,
06/30/21,20,35,73,9,280,16*,3300*,10,
07/01/21,10,15,73,10,350,0*,2100,10,
07/01/21,10,35,74,11,350,0*,3300,10,
07/01/21,10,55,75,11,310,17,2600,10,
07/01/21,11,15,76,11,340,17,2600,10,
07/01/21,11,35,75,9,340,17,2900,10,
07/01/21,11,55,77,14,330,20,2900,10,
07/01/21,12,15,77,15,350,21,3500,10,
07/01/21,12,35,76,15,350,21,3300,10,
07/01/21,12,55,74,11,360,21*,3500,10,
07/01/21,13,15,76,9,10,20,2700,10,
07/01/21,13,35,76,14,360,21,3100,10,
07/01/21,13,55,75,10,10,18,3600,10,
07/01/21,14,15,75,11,360,21,3600,10,
07/01/21,14,35,75,11,360,20,3800,10,
07/01/21,14,55,76,13,360,17,3800,10,
07/01/21,15,15,75,10,360,17,4000,10,
07/01/21,15,35,76,10,10,20,4200,10,
07/01/21,15,55,76,11,360,17,4200,10,
07/01/21,16,15,77,10,360,18,4800,10,
07/01/21,16,35,76,15,310,18*,5000,10,
07/01/21,16,55,75,15,350,21,4800,10,
07/01/21,17,15,76,15,350,21,4800*,10,
07/01/21,17,35,76,10,360,18,4800*,10,
07/01/21,17,55,75,11,360,18,6500,10,
07/01/21,18,15,76,14,360,18*,6500,10,
07/01/21,18,35,75,10,360,20,6500*,10,
07/01/21,18,55,74,13,360,18,6500*,10,
07/01/21,19,15,71,14,30,20,6500*,10,
07/01/21,19,35,70,8,50,20*,6500*,10,
07/01/21,19,55,68,8,30,20*,6500*,10,
07/01/21,20,15,67,7,30,20*,6500*,10,
07/01/21,20,35,66,6,30,20*,6000,10,
07/02/21, 4,35,54,5,350,0*,5000*,10,
07/02/21, 4,55,55,6,360,0,5000*,10,
07/02/21, 5,15,54,6,350,0,5000*,10,
07/02/21, 5,35,54,6,350,0*,5000*,10,
07/02/21, 5,55,55,10,10,0*,5000*,10,
07/02/21, 6,15,56,9,360,0*,5000*,10,
07/02/21, 6,35,57,11,10,16,5000*,10,
07/02/21, 6,55,58,11,360,17,5000*,10,
07/02/21, 7,15,59,8,340,18,5000*,10,
07/02/21, 7,35,60,10,360,16,5000*,10,
07/02/21, 7,55,61,9,340,16*,5000*,10,
07/02/21, 8,15,63,10,350,18,5000*,10,
07/02/21, 8,35,64,9,350,18*,5000*,10,
07/02/21, 8,55,65,15,360,21,5000*,10,
07/02/21, 9,15,66,8,330,21,5000*,10,
07/02/21, 9,35,66,14,10,21,5000*,10,
07/02/21, 9,55,67,15,10,22,3200,10,
07/02/21,10,15,67,10,350,22,3200,10,
07/02/21,10,35,68,9,340,21,3500,10,
07/02/21,10,55,69,16,20,22,3900,10,
07/02/21,11,15,69,9,360,21,3700,10,
07/02/21,11,35,69,11,360,22,4100,10,
07/02/21,11,55,72,13,340,23,4300,10,
07/02/21,12,15,72,9,340,20,4200,10,
07/02/21,12,35,71,14,20,23,4200,10,
07/02/21,12,55,72,10,20,20,5500,10,
07/02/21,13,15,72,13,340,20,4500,10,
07/02/21,13,35,72,9,350,16,4700,10,
07/02/21,13,55,71,10,350,16*,4700,10,
07/02/21,14,15,73,8,30,18,4700,10,
07/02/21,14,35,72,8,30,18*,4900,10,
07/02/21,14,55,71,9,350,18*,4900,10,
07/02/21,15,15,73,6,30,18*,4900,10,
07/02/21,15,35,73,8,20,18*,8000,10,
07/02/21,15,55,74,9,360,18,8000*,10,
07/02/21,16,15,74,9,360,18,8000*,10,
07/02/21,16,35,74,7,10,18*,5500,10,
07/02/21,16,55,75,9,360,16,5500,10,
07/02/21,17,15,74,8,320,16*,5500,10,
07/02/21,17,35,73,8,360,16*,5500*,10,
07/02/21,17,55,72,9,350,16*,5500*,10,
07/02/21,18,15,72,10,350,16*,5500*,10,
07/02/21,18,35,72,8,360,0,5500*,10,
07/02/21,18,55,71,8,360,0*,5500*,10,
07/02/21,19,15,71,6,360,0*,6000,10,
07/02/21,19,35,69,6,340,0*,6000,10,
07/02/21,19,55,68,3,320,0*,7220,10,
07/02/21,20,15,67,0,0,0*,7220,10,
07/02/21,20,35,63,5,120,0*,7220,10,
07/03/21, 4,35,53,0,0,0,10000,10,
07/03/21, 4,55,54,0,0,0,7220,10,
07/03/21, 5,15,53,0,0,0*,9000,10,
07/03/21, 5,35,53,3,250,0*,9000,10,
07/03/21, 5,55,56,5,270,0*,9000,10,
07/03/21, 6,15,55,0,0,0*,8000,10,
07/03/21, 6,35,58,8,270,0*,8000,10,
07/03/21, 6,55,59,0,0,0*,8000,10,
07/03/21, 7,15,59,5,260,0*,8000,10,
07/03/21, 7,35,60,5,260,0*,10000,10,
07/03/21, 7,55,60,5,260,0*,8000,10,
07/03/21, 8,15,61,0,0,0*,8000,10,
07/03/21, 8,35,62,7,270,0*,8000,10,
07/03/21, 8,55,63,5,210,0*,7000,10,
